#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-07-01T02:16:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ595703800436	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ595703800436&-file=-c&-oc.form=dec&-out.form=hori&-out.add=_1&-c.r=2&-c.geom=r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=B-V&-out=SpType&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=10
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=RAhms
#-out=DEdms
#-out=Vmag
#-out=RA(ICRS)
#-out=DE(ICRS)
#-out=Plx
#-out=B-V
#-out=SpType
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(a11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra;meta.main]
#Column	DEdms	(a11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RA(ICRS)	(F12.8)	*? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra]
#Column	DE(ICRS)	(F12.8)	*? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
_1	HIP	RAhms	DEdms	Vmag	RA(ICRS)	DE(ICRS)	Plx	B-V	SpType
HD 222317               	116740	23 39 30.77	+28 14 45.4	 7.04	354.87821294	 28.24595359	  20.27	 0.658	G2V

HD 222368               	116771	23 39 56.82	+05 37 38.5	 4.13	354.98675133	  5.62735374	  72.51	 0.507	F7V

HD 222404               	116727	23 39 20.98	+77 37 55.1	 3.21	354.83742516	 77.63196681	  72.50	 1.031	K1IV

HD 222451               	116824	23 40 40.47	+36 43 14.6	 6.24	355.16860835	 36.72071051	  22.63	 0.424	F1V

HD 222493               	116853	23 41 08.87	-11 40 50.4	 5.89	355.28696291	-11.68066248	   8.60	 0.984	K0III

HD 222574               	116901	23 41 45.80	-17 48 59.5	 4.82	355.44082263	-17.81653327	   5.07	 0.822	G2Ib/II

HD 222603               	116928	23 42 02.88	+01 46 49.5	 4.49	355.51200741	  1.78041720	  32.38	 0.200	A7V

HD 222842               	117073	23 43 59.44	+29 21 41.6	 4.93	355.99765846	 29.36155278	  13.91	 0.935	K0III

HD 223047               	117221	23 46 02.04	+46 25 13.0	 4.97	356.50849555	 46.42029095	   2.49	 1.086	G5Ib

HD 223165               	117301	23 47 03.39	+58 39 06.7	 4.88	356.76411116	 58.65185164	  18.88	 1.122	K1III

HD 223173               	117299	23 47 01.91	+57 27 05.0	 5.55	356.75797734	 57.45137702	   1.95	 1.630	K3II

HD 223252               	117375	23 47 56.49	-02 45 41.8	 5.49	356.98536110	 -2.76161103	  11.19	 0.941	G8III

HD 223346               	117445	23 48 49.36	+02 12 52.2	 6.47	357.20566896	  2.21449865	  18.09	 0.461	F5III-IV

HD 223421               	117472	23 49 11.89	+58 57 47.6	 6.36	357.29952997	 58.96322242	  13.05	 0.408	F2IV

HD 223460               	117503	23 49 40.96	+36 25 31.4	 5.86	357.42066699	 36.42539712	   7.41	 0.806	G1IIIe

HD 223552               	117551	23 50 22.12	+51 37 18.1	 6.47	357.59216579	 51.62170663	  24.68	 0.403	F3V

HD 223719               	117683	23 51 57.83	+02 55 49.5	 5.59	357.99095935	  2.93041943	   2.76	 1.527	K4II

HD 223731               	117681	23 51 56.92	+77 35 58.6	 6.56	357.98714802	 77.59959953	  25.48	 0.430	F5V

HD 223768               	117718	23 52 29.29	+19 07 13.3	 5.06	358.12205065	 19.12037002	   7.46	 1.587	M2III

HD 223774               	117722	23 52 30.05	-14 15 04.3	 5.85	358.12520105	-14.25120700	  11.38	 1.252	K2III

HD 224085               	117915	23 55 03.67	+28 38 00.9	 7.51	358.76529212	 28.63359392	  23.62	 1.007	K0V SB

HD 22409                	 16780	03 35 57.65	-11 11 38.3	 5.56	 53.99021710	-11.19397792	   8.60	 0.915	G7III:

HD 224427               	118131	23 57 45.55	+25 08 29.3	 4.63	359.43979002	 25.14147936	   7.54	 1.584	M3III

HD 224481               	118178	23 58 21.17	-15 50 50.9	 6.28	359.58822629	-15.84746438	   6.71	 1.079	K1IIICN...

HD 224533               	118209	23 58 40.41	-03 33 20.9	 4.88	359.66837736	 -3.55580738	  14.58	 0.930	G9III

HD 224617               	118268	23 59 18.60	+06 51 48.9	 4.03	359.82750994	  6.86359373	  30.78	 0.419	F4IV


HD 224635               	118281	23 59 29.33	+33 43 26.9	 5.81	359.87222432	 33.72413297	  34.47	 0.539	F8

HD 224636               	118281	23 59 29.33	+33 43 26.9	 5.81	359.87222432	 33.72413297	  34.47	 0.539	F8

HD 224784               	    43	00 00 30.98	+59 33 35.1	 6.18	  0.12908900	 59.55973786	   7.63	 1.032	G9III-IV

HD 22484                	 16852	03 36 52.52	+00 24 10.2	 4.29	 54.21882896	  0.40283316	  72.89	 0.575	F9V


HD 224935               	   154	00 01 57.59	-06 00 50.3	 4.37	  0.48996506	 -6.01397169	   7.86	 1.631	M3III

HD 225009               	   207	00 02 36.08	+66 05 56.3	 5.87	  0.65034249	 66.09896341	   1.57	 1.073	G8III


HD 229590               	 92311	18 48 52.12	+17 26 23.9	 9.17	282.21717260	 17.43997462	  58.60	 1.284	M0



HD 23140                	 17491	03 44 48.59	+46 02 09.9	 7.72	 56.20246696	 46.03608464	  37.58	 0.864	K2

HD 23183                	 17408	03 43 47.14	+19 39 54.6	 6.13	 55.94642290	 19.66516969	   9.39	 0.994	G8III

HD 23189                	 17749	03 48 00.83	+68 40 20.2	 9.17	 57.00347701	 68.67228707	  57.53	 1.314	K0

HD 23230                	 17529	03 45 11.64	+42 34 42.8	 3.77	 56.29851422	 42.57854437	   5.86	 0.425	F5IIvar

HD 23249                	 17378	03 43 14.96	-09 45 54.7	 3.52	 55.81231706	 -9.76519868	 110.58	 0.915	K0IV

HD 232979               	 21553	04 37 40.64	+52 53 41.2	 8.62	 69.41931771	 52.89476987	  98.12	 1.423	K8V




HD 2363                 	  2159	00 27 14.69	-25 32 49.7	 5.99	  6.81119663	-25.54713325	   4.86	 1.022	K0III


HD 237287               	 21433	04 36 05.65	+55 24 46.8	 8.32	 69.02353319	 55.41298871	  34.23	 0.902	K2V

HD 239960               	110893	22 28 00.42	+57 41 49.3	 9.59	337.00174003	 57.69702005	 249.52	 1.613	M2V

HD 2411                 	  2219	00 28 02.84	+17 53 35.1	 5.01	  7.01185234	 17.89307501	   6.65	 1.584	M3IIIvar

HD 24238                	 18324	03 55 03.31	+61 10 02.7	 7.84	 58.76380482	 61.16740375	  46.95	 0.831	K0V

HD 24451                	 18774	04 01 18.81	+76 09 38.5	 8.20	 60.32839099	 76.16070064	  62.57	 1.132	K4V

HD 2454                 	  2235	00 28 20.03	+10 11 25.2	 6.05	  7.08346734	 10.19034140	  27.51	 0.447	F6Vawvar

HD 24555                	 18255	03 54 17.49	-02 57 17.0	 4.46	 58.57286091	 -2.95473348	   9.46	 0.672	G8III

HD 24556                	 18245	03 54 07.74	-06 31 37.8	 8.39	 58.53226226	 -6.52716068	   2.39	 1.094	K0

HD 25025                	 18543	03 58 01.73	-13 30 29.7	 2.97	 59.50720862	-13.50824471	  14.75	 1.588	M1IIIb Ca-1


HD 25570                	 18975	04 03 56.51	+08 11 49.9	 5.45	 60.98543787	  8.19720135	  27.80	 0.371	F2V

HD 25604                	 19038	04 04 41.66	+22 04 55.4	 4.36	 61.17357446	 22.08206790	  18.04	 1.064	K0III

HD 25665                	 19422	04 09 34.92	+69 32 31.6	 7.70	 62.39549302	 69.54211787	  54.17	 0.952	G5

HD 25680                	 19076	04 05 20.15	+22 00 33.2	 5.90	 61.33395641	 22.00922152	  59.79	 0.620	G5V

HD 25975                	 19302	04 08 15.46	+37 43 40.7	 6.07	 62.06442382	 37.72797171	  22.66	 0.943	K1III

HD 25998                	 19335	04 08 36.49	+38 02 24.8	 5.52	 62.15206221	 38.04022796	  46.87	 0.520	F7V

HD 26322                	 19513	04 10 49.88	+26 28 51.7	 5.39	 62.70783742	 26.48103948	  16.72	 0.352	F2IV-V

HD 26546                	 19641	04 12 31.32	+17 16 39.0	 6.09	 63.13051946	 17.27750726	  11.42	 1.081	K0III

HD 26581                	 19861	04 15 32.20	+58 31 22.1	 8.71	 63.88417010	 58.52280199	  35.81	 1.012	K0

HD 26630                	 19812	04 14 53.86	+48 24 33.7	 4.12	 63.72440722	 48.40937312	   4.51	 0.935	G0Ib...

HD 26659                	 20982	04 30 00.60	+83 20 24.5	 5.47	 67.50249474	 83.34013144	  10.74	 0.855	G8III

HD 266611               	 33428	06 57 04.63	+30 45 25.3	 9.68	104.26929658	 30.75703466	  53.67	 1.359	M0

HD 26673                	 19811	04 14 53.31	+40 29 01.4	 4.67	 63.72212566	 40.48372394	   5.20	 1.007	G5II comp

HD 26722                	 19740	04 13 56.39	+09 15 50.0	 4.84	 63.48496228	  9.26389844	   8.78	 0.799	G5III

HD 26794                	 19788	04 14 30.24	+03 01 17.0	 8.78	 63.62598058	  3.02139704	  30.02	 0.943	K3V

HD 26846                	 19777	04 14 23.69	-10 15 21.2	 4.87	 63.59872149	-10.25588890	  15.80	 1.156	K3III

HD 26913                	 19855	04 15 25.85	+06 11 59.7	 6.94	 63.85769567	  6.19992550	  47.86	 0.680	G5IV

HD 26923                	 19859	04 15 28.86	+06 11 13.6	 6.32	 63.87027030	  6.18712133	  47.20	 0.570	G0IV...


HD 27022                	 20266	04 20 40.36	+65 08 25.6	 5.26	 65.16818726	 65.14045287	   9.80	 0.820	G5III

HD 27130                	 20019	04 17 38.87	+16 56 52.5	 8.32	 64.41196917	 16.94791093	  21.40	 0.756	G8V

HD 27382                	 20250	04 20 21.23	+27 21 03.4	 4.97	 65.08847817	 27.35094069	   9.53	 1.150	K1III


HD 275122               	 15366	03 18 07.15	+38 15 12.4	10.29	 49.52978849	 38.25345803	  57.75	 1.449	M1


HD 2774                 	  2497	00 31 41.21	+52 50 22.4	 5.59	  7.92171234	 52.83955844	   8.29	 1.163	K2III

HD 28100                	 20732	04 26 36.38	+14 42 49.9	 4.69	 66.65156991	 14.71385764	   7.17	 0.979	G8III

HD 28271                	 20904	04 28 51.98	+30 21 41.5	 6.38	 67.21656906	 30.36154112	  18.42	 0.547	F7V

HD 283066               	 18018	03 51 03.02	+23 54 13.6	10.17	 57.76257314	 23.90376782	  24.72	 1.160	K7

HD 28343                	 20917	04 29 00.17	+21 55 20.2	 8.30	 67.25069146	 21.92227514	  87.17	 1.363	K7V


HD 2901                 	  2581	00 32 47.46	+54 07 12.1	 6.91	  8.19773113	 54.12003466	   3.56	 1.249	K2III

HD 29094                	 21476	04 36 41.43	+41 15 53.5	 4.25	 69.17264013	 41.26485467	   5.08	 1.171	G8II comp

HD 2925                 	  2573	00 32 39.47	+23 11 36.1	 6.84	  8.16444027	 23.19336931	   7.32	 0.921	G8III-IV

HD 29317                	 21727	04 39 54.69	+53 04 46.5	 5.07	 69.97786313	 53.07957406	   6.58	 1.079	K0III SB

HD 29587                	 21832	04 41 35.90	+42 07 10.1	 7.29	 70.39956712	 42.11948366	  35.31	 0.633	G2V

HD 29645                	 21847	04 41 50.08	+38 16 49.5	 5.97	 70.45865407	 38.28042013	  32.03	 0.593	G0V

HD 29697                	 21818	04 41 19.00	+20 54 07.7	 8.09	 70.32917244	 20.90213088	  74.13	 1.092	K3V

HD 29883                	 21988	04 43 35.40	+27 41 17.0	 8.00	 70.89750181	 27.68804625	  44.74	 0.907	K5III

HD 30495                	 22263	04 47 36.21	-16 56 05.5	 5.49	 71.90088443	-16.93486728	  75.10	 0.632	G3V

HD 30649                	 22596	04 51 43.24	+45 50 07.9	 6.94	 72.93017644	 45.83553006	  33.44	 0.586	G1V-VI

HD 30652                	 22449	04 49 50.14	+06 57 40.5	 3.19	 72.45890935	  6.96124744	 124.60	 0.484	F6V

HD 31910                	 23522	05 03 25.10	+60 26 32.2	 4.03	 75.85457200	 60.44228144	   3.27	 0.921	G0Ib

HD 32008                	 23221	04 59 50.44	-10 15 46.8	 5.39	 74.96017027	-10.26299266	  18.29	 0.797	G4V


HD 3228                 	  2781	00 35 28.63	+04 17 40.8	 7.64	  8.86928976	  4.29466823	   7.80	 0.203	F0

HD 3229                 	  2787	00 35 32.75	-00 30 19.7	 5.94	  8.88645754	 -0.50545908	  17.97	 0.444	F5IV

HD 32357                	 23743	05 06 12.14	+59 01 17.1	 6.08	 76.55058067	 59.02140336	   5.22	 1.112	K0III

HD 33564                	 25110	05 22 33.78	+79 13 50.7	 5.08	 80.64073869	 79.23075701	  47.66	 0.506	F6V

HD 33608                	 24162	05 11 19.13	-02 29 26.8	 5.89	 77.82970507	 -2.49078592	  26.04	 0.462	F5V

HD 3421                 	  2942	00 37 21.23	+35 23 58.2	 5.45	  9.33844167	 35.39951013	   3.19	 0.886	G5III

HD 34411                	 24813	05 19 08.08	+40 06 02.4	 4.69	 79.78365993	 40.10066732	  79.08	 0.630	G0V


HD 34559                	 24822	05 19 16.59	+22 05 48.1	 4.96	 79.81912416	 22.09669104	  15.83	 0.937	G8III

HD 3457                 	  2954	00 37 30.44	+03 08 07.8	 6.43	  9.37682692	  3.13549746	   5.65	 1.339	K4III

HD 35171                	 25220	05 23 38.23	+17 19 26.9	 7.93	 80.90927585	 17.32413076	  69.76	 1.104	K2

HD 352                  	   664	00 08 12.09	-02 26 51.7	 6.18	  2.05038298	 -2.44769895	   3.25	 1.366	K2III

HD 35296                	 25278	05 24 25.31	+17 23 00.8	 5.00	 81.10545973	 17.38355205	  68.19	 0.544	F8V SB

HD 35369                	 25247	05 23 56.84	-07 48 28.6	 4.13	 80.98681839	 -7.80795569	  18.71	 0.943	G8III

HD 3546                 	  3031	00 38 33.50	+29 18 44.5	 4.34	  9.63958024	 29.31236900	  19.34	 0.871	G5III...

HD 35984                	 25730	05 29 40.63	+29 11 11.7	 6.20	 82.41931237	 29.18657825	  11.24	 0.476	F6III

HD 36079                	 25606	05 28 14.73	-20 45 33.2	 2.81	 82.06135971	-20.75923214	  20.49	 0.807	G5II

HD 3651                 	  3093	00 39 22.09	+21 15 04.9	 5.88	  9.84206107	 21.25137390	  90.03	 0.850	K0V

HD 3690                 	  3138	00 39 55.55	+21 26 18.8	 5.36	  9.98147468	 21.43856440	   7.94	 1.160	F3V...

HD 3712                 	  3179	00 40 30.39	+56 32 14.7	 2.24	 10.12661349	 56.53740928	  14.27	 1.170	K0II-IIIvar

HD 37124                	 26381	05 37 02.54	+20 43 54.5	 7.68	 84.26056715	 20.73180857	  30.08	 0.667	G4IV-V

HD 37160                	 26366	05 36 54.33	+09 17 29.1	 4.09	 84.22637775	  9.29141200	  28.10	 0.951	G8III-IV

HD 37394                	 26779	05 41 20.33	+53 28 56.4	 6.21	 85.33472092	 53.48233045	  81.69	 0.840	K1V

HD 3765                 	  3206	00 40 49.00	+40 11 19.7	 7.36	 10.20415817	 40.18879925	  57.90	 0.937	K2V

HD 3795                 	  3185	00 40 32.40	-23 48 14.4	 6.14	 10.13501584	-23.80399309	  35.02	 0.718	G3/G5V

HD 3817                 	  3231	00 41 07.20	+39 27 31.2	 5.30	 10.27998074	 39.45867141	   9.47	 0.891	G8III

HD 38230                	 27207	05 46 01.53	+37 17 09.2	 7.34	 86.50636958	 37.28588759	  48.60	 0.833	K0V

HD 38751                	 27468	05 49 00.96	+24 34 03.2	 4.88	 87.25399777	 24.56755473	   6.25	 1.021	G8IIIvar

HD 39587                	 27913	05 54 23.08	+20 16 35.1	 4.39	 88.59618305	 20.27641498	 115.43	 0.594	G0V

HD 39715                	 27918	05 54 28.53	+02 08 37.7	 8.84	 88.61887783	  2.14380286	  37.57	 1.014	K3V

HD 39881                	 28066	05 56 03.21	+13 55 33.9	 6.60	 89.01336958	 13.92608804	  35.72	 0.650	G5IV

HD 400                  	   699	00 08 41.02	+36 37 38.7	 6.21	  2.17092314	 36.62742794	  30.26	 0.504	F8IV

HD 40035                	 28358	05 59 31.55	+54 17 05.9	 3.72	 89.88145972	 54.28498197	  23.22	 1.010	K0III

HD 40801                	 28677	06 03 17.87	+42 54 42.8	 6.08	 90.82447173	 42.91188721	  12.47	 0.979	K0III

HD 40832                	 28644	06 02 55.12	+32 38 10.4	 6.23	 90.72965494	 32.63621103	  20.02	 0.456	F4V

HD 4128                 	  3419	00 43 35.23	-17 59 12.1	 2.04	 10.89678452	-17.98668410	  34.04	 1.019	K0III

HD 41330                	 28908	06 06 08.62	+35 23 18.4	 6.12	 91.53593305	 35.38845807	  37.90	 0.600	G0V

HD 41593                	 28954	06 06 40.55	+15 32 32.5	 6.76	 91.66896343	 15.54235694	  64.71	 0.814	K0

HD 417                  	   716	00 08 52.07	+25 27 46.3	 6.24	  2.21695394	 25.46285169	   7.78	 0.976	K0III

HD 4174                 	  3494	00 44 37.18	+40 40 45.8	 7.18	 11.15491629	 40.67939958	   1.48	 1.613	M2e

HD 4188                 	  3455	00 44 11.41	-10 36 33.4	 4.77	 11.04752272	-10.60927365	  15.54	 0.998	K0IIIvar

HD 42250                	 29761	06 16 02.70	+70 46 57.6	 7.43	 94.01126215	 70.78265278	  38.89	 0.776	G5

HD 4256                 	  3535	00 45 04.92	+01 47 12.9	 8.03	 11.27051240	  1.78691411	  45.43	 0.983	K2V

HD 42807                	 29525	06 13 12.46	+10 37 40.3	 6.43	 93.30190191	 10.62786588	  55.20	 0.663	G8V

HD 43023                	 29575	06 13 54.24	-03 44 29.1	 5.83	 93.47601857	 -3.74142288	  10.36	 0.910	G8III

HD 43039                	 29696	06 15 22.74	+29 29 55.4	 4.32	 93.84473576	 29.49871224	  19.31	 1.021	G8IIIvar

HD 432                  	   746	00 09 10.09	+59 09 00.8	 2.28	  2.29204036	 59.15021814	  59.89	 0.380	F2III-IV

HD 43386                	 29800	06 16 26.57	+12 16 18.2	 5.04	 94.11070845	 12.27171030	  51.00	 0.431	F5IV-V

HD 43587                	 29860	06 17 16.25	+05 05 58.9	 5.70	 94.31770235	  5.09969578	  51.76	 0.610	G0.5Vb

HD 4362                 	  3649	00 46 42.47	+59 34 28.3	 6.41	 11.67694190	 59.57454122	  -0.17	 1.081	G0Ib

HD 4372                 	  3617	00 46 24.36	+30 56 34.1	 7.15	 11.60149417	 30.94279923	  14.10	 0.964	K1III

HD 4388                 	  3620	00 46 27.06	+30 57 05.9	 7.34	 11.61276262	 30.95163673	   5.54	 1.122	K3III

HD 44982                	 32015	06 41 18.89	+82 16 03.8	 9.30	100.32872449	 82.26771059	  11.77	 0.703	G5V

HD 4502                 	  3693	00 47 20.39	+24 16 02.6	 4.08	 11.83495908	 24.26737703	  17.98	 1.100	K1II

HD 45067                	 30545	06 25 16.41	-00 56 43.3	 5.88	 96.31836214	 -0.94535265	  30.22	 0.564	F8V

HD 45088                	 30630	06 26 10.32	+18 45 26.3	 6.78	 96.54301206	 18.75730314	  68.20	 0.938	K0

HD 45410                	 31039	06 30 47.14	+58 09 48.4	 5.86	 97.69642228	 58.16345682	  17.56	 0.934	K0IV

HD 45416                	 30717	06 27 13.76	+00 17 57.4	 5.19	 96.80733207	  0.29926632	   3.43	 1.186	K1II

HD 45821                	 31575	06 36 30.63	+72 00 35.3	 7.79	 99.12763461	 72.00981613	  20.03	 0.700	G0

HD 4585                 	  3717	00 47 43.20	-18 03 41.1	 5.70	 11.93000731	-18.06142264	   8.11	 1.300	K3III


HD 4614B                	  3821	00 49 05.10	+57 48 59.6	 3.46	 12.27125262	 57.81654770	 167.99	 0.587	G0V SB

HD 46241                	 31159	06 32 19.23	+04 51 21.6	 5.88	 98.08010878	  4.85599529	   6.30	 0.997	K0V


HD 4656                 	  3786	00 48 40.90	+07 35 06.7	 4.44	 12.17039736	  7.58520186	  10.69	 1.500	K5III

HD 46588                	 32439	06 46 14.47	+79 33 58.6	 5.44	101.56028979	 79.56627808	  56.02	 0.525	F8V

HD 4732                 	  3834	00 49 13.90	-24 08 11.5	 5.90	 12.30791020	-24.13652681	  17.70	 0.944	K0III

HD 4744                 	  3884	00 49 52.63	+30 27 01.3	 7.60	 12.46928589	 30.45035886	   5.91	 1.064	G8IV

HD 47442                	 31700	06 37 53.43	-18 14 14.8	 4.42	 99.47260802	-18.23745713	   7.03	 1.137	K0II/III

HD 47752                	 32010	06 41 15.58	+23 57 30.2	 8.08	100.31491611	 23.95838794	  57.07	 1.021	K2

HD 47914                	 32173	06 43 05.01	+44 31 28.3	 5.04	100.77086794	 44.52452351	  10.66	 1.479	K5III

HD 48432                	 32489	06 46 49.49	+57 10 09.4	 5.34	101.70622699	 57.16927050	  15.69	 0.964	K0III

HD 48433                	 32249	06 43 59.29	+13 13 41.3	 4.49	100.99705857	 13.22814319	  11.82	 1.167	K1III

HD 48682                	 32480	06 46 44.34	+43 34 37.3	 5.24	101.68474593	 43.57702483	  60.56	 0.575	G0V

HD 48737                	 32362	06 45 17.43	+12 53 45.8	 3.35	101.32263980	 12.89605513	  57.02	 0.443	F5IV

HD 48948                	 32769	06 49 56.73	+60 20 04.4	 8.59	102.48636188	 60.33454634	  60.96	 1.209	M0p

HD 4913                 	  3998	00 51 21.72	+18 44 23.6	 9.22	 12.84050486	 18.73990110	  45.71	 1.194	K2

HD 49161                	 32533	06 47 19.84	+08 02 14.2	 4.77	101.83268467	  8.03728277	   6.73	 1.396	K4III

HD 49293                	 32578	06 47 51.66	+02 24 43.9	 4.48	101.96523679	  2.41218914	   8.74	 1.099	K0III

HD 49601                	 32919	06 51 32.60	+47 22 10.2	 8.95	102.88585412	 47.36950310	  53.12	 1.232	K2

HD 5015                 	  4151	00 53 04.28	+61 07 24.8	 4.80	 13.26783051	 61.12355735	  53.85	 0.540	F8V

HD 50384                	 33271	06 55 15.21	+45 49 35.7	 6.31	103.81338898	 45.82658764	   8.52	 0.945	K0III-IV

HD 50551                	 33444	06 57 13.12	+57 33 47.7	 6.03	104.30468454	 57.56324900	   4.87	 1.495	K3III

HD 50692                	 33277	06 55 18.69	+25 22 32.3	 5.74	103.82787799	 25.37563643	  57.89	 0.573	G0V

HD 50778                	 33160	06 54 11.48	-12 02 18.9	 4.08	103.54783633	-12.03859273	  12.94	 1.418	K4III

HD 5112                 	  4147	00 53 00.49	-01 08 39.2	 4.78	 13.25204382	 -1.14422060	   6.28	 1.550	M0III

HD 52005                	 33715	07 00 15.82	+16 04 44.4	 5.73	105.06593512	 16.07900547	   0.56	 1.641	K3Ib

HD 5234                 	  4292	00 55 00.19	+58 58 22.1	 4.83	 13.75080422	 58.97279657	   8.02	 1.216	K2III

HD 5268                 	  4257	00 54 17.58	-08 44 26.0	 6.15	 13.57326200	 -8.74054656	   8.60	 0.911	G5IV

HD 52711                	 34017	07 03 30.35	+29 20 20.7	 5.93	105.87647681	 29.33909345	  52.37	 0.595	G4V

HD 5286                 	  4288	00 54 58.02	+23 37 42.4	 5.46	 13.74174956	 23.62844595	  25.69	 1.012	K1IV

HD 5294                 	  4290	00 54 59.39	+24 06 02.5	 7.41	 13.74745006	 24.10070725	  33.92	 0.652	G5

HD 5395                 	  4422	00 56 40.01	+59 10 52.2	 4.62	 14.16671042	 59.18116582	  15.84	 0.957	G8III-IV

HD 54716                	 34752	07 11 39.29	+39 19 14.0	 4.91	107.91371845	 39.32054373	   7.02	 1.451	K4II-III

HD 54810                	 34622	07 10 13.68	-04 14 15.5	 4.91	107.55700787	 -4.23763568	  15.45	 1.020	K0III

HD 5516                 	  4463	00 57 12.43	+23 25 03.9	 4.40	 14.30178237	 23.41775997	  13.44	 0.940	G8III-IV

HD 55280                	 35146	07 15 55.02	+59 38 17.1	 5.20	108.97924939	 59.63809569	  16.88	 1.081	K2III

HD 5612                 	  4520	00 57 54.52	+13 41 45.2	 6.30	 14.47714727	 13.69587909	   6.24	 0.895	G8III

HD 5722                 	  4587	00 58 43.89	-11 22 47.8	 5.62	 14.68286462	-11.37993895	  10.35	 0.949	G7III

HD 57264                	 35710	07 22 02.69	+36 45 38.3	 5.12	110.51120175	 36.76063782	  13.90	 1.082	K0III

HD 57423                	 35699	07 21 56.90	+20 26 37.4	 5.09	110.48708081	 20.44371648	   7.61	 1.528	M0III

HD 57727                	 35846	07 23 28.55	+25 03 02.2	 5.04	110.86897550	 25.05060041	  21.17	 0.902	G8III

HD 5817                 	  4966	01 03 39.52	+82 06 03.2	 8.44	 15.91466099	 82.10089846	  22.56	 0.600	G5

HD 58207                	 36046	07 25 43.68	+27 47 53.8	 3.78	111.43198371	 27.79828561	  25.90	 1.024	G9III+...

HD 58367                	 36041	07 25 38.90	+09 16 34.0	 4.99	111.41207798	  9.27611835	   3.30	 0.991	G8III

HD 5857                 	  4689	01 00 15.72	+18 11 57.1	 7.34	 15.06549267	 18.19920433	   6.54	 1.073	G5

HD 58830                	 36322	07 28 35.82	+31 51 50.1	 8.70	112.14923495	 31.86392737	   3.71	 0.950	G0

HD 58855                	 36439	07 29 55.86	+49 40 21.6	 5.35	112.48273588	 49.67266207	  50.25	 0.470	F6V

HD 59148                	 36429	07 29 48.78	+27 54 58.3	 5.01	112.45325480	 27.91619925	   8.51	 1.117	K2III

HD 5916                 	  4771	01 01 18.94	+45 27 07.6	 6.86	 15.32892379	 45.45211529	   6.50	 0.897	G8III-IV

HD 59582                	 36551	07 31 07.67	+14 36 53.5	 8.94	112.78194099	 14.61484883	  47.09	 1.107	K5

HD 60522                	 36962	07 35 55.37	+26 53 45.6	 4.06	113.98071783	 26.89600343	  13.57	 1.540	K5III


HD 6186                 	  4906	01 02 56.66	+07 53 24.3	 4.27	 15.73606615	  7.89007256	  17.14	 0.952	K0III

HD 61913                	 37521	07 42 03.22	+14 12 30.7	 5.55	115.51341314	 14.20852972	   3.19	 1.642	M3Sv

HD 61935                	 37447	07 41 14.88	-09 33 03.9	 3.94	115.31198612	 -9.55108315	  22.61	 1.022	K0III

